,t_stat,p_value_tstat,F_stat,p_value_fstat,mean_FG_sc,mean_RSF_sc,max_FG_sc,max_RSF_sc,SD_FG_Sc,SD_RSF_Sc,samples,seed
1118,1.699310957,0.15000998,0.342401812,0.9298251,0.230085856,0.22911282,0.23630987,0.235390638,0.005312387,0.004503882,3000,54425
1119,-0.518757607,0.626063371,0.501793894,0.834642048,0.224661733,0.22585534,0.234122193,0.231772702,0.004569115,0.0039412,3000,54425
1120,-2.482513049,0.055669346,0.63323517,0.748401488,0.226704391,0.227961602,0.230164733,0.232667579,0.002606216,0.003555631,3000,54425
1121,0.830129743,0.444280673,0.333501363,0.934357992,0.225911937,0.225385921,0.229405369,0.228463238,0.002198758,0.002221228,3000,54425
1122,0.167515577,0.87352893,0.347397523,0.927230723,0.222699581,0.224529062,0.232102334,0.236755825,0.004379557,0.005674332,3000,54425
1123,0.867294099,0.425438043,0.319864664,0.94106962,0.226401831,0.225400253,0.236279609,0.231558947,0.005164255,0.004531035,3000,54425
1124,0.0660827,0.949872903,0.269520387,0.9630919,0.230492292,0.230243658,0.239177642,0.236950944,0.00494096,0.004666899,3000,54425
1125,-0.261430464,0.804187783,0.286864365,0.956028787,0.226495328,0.226402659,0.231448979,0.230350104,0.003130923,0.00224524,3000,54425
1126,-1.172128509,0.293949506,0.28436611,0.957081709,0.223087128,0.22315804,0.2279073,0.226762073,0.002517236,0.002139189,3000,54425
1127,1.614786032,0.167277978,0.320702146,0.940665887,0.220370713,0.219399318,0.228715262,0.22445073,0.004243518,0.003324151,3000,54425
1128,0.524438634,0.62238413,0.260446668,0.966550947,0.227902038,0.22741677,0.237612242,0.240602224,0.006358393,0.007748793,3000,54425
1129,-0.076445727,0.942029122,0.296121273,0.952026493,0.22053336,0.221512465,0.229850776,0.225587314,0.004746518,0.002120379,3000,54425
1130,-1.038578845,0.346592965,0.27979744,0.958976681,0.220442021,0.220140957,0.226162296,0.22520878,0.004431761,0.004755309,3000,54425
1131,-0.578343387,0.588103382,0.337571226,0.932299716,0.225060582,0.224726274,0.232727189,0.229101317,0.004838966,0.002991363,3000,54425
1132,-1.677981936,0.15419208,0.269162819,0.96323134,0.223610206,0.224316529,0.226775415,0.232629679,0.003000983,0.005140253,3000,54425
1133,0.139185172,0.894736284,0.643532008,0.741693861,0.220149107,0.222092527,0.22413919,0.227523671,0.003452206,0.003478621,3000,54425
1134,0.856006976,0.431094799,0.296234977,0.95197636,0.224500755,0.225588923,0.230206668,0.22973884,0.002838328,0.003061608,3000,54425
1135,-0.658560834,0.539290024,0.276879079,0.960166211,0.226414836,0.225715796,0.231039489,0.234061041,0.002944513,0.003690395,3000,54425
1136,-0.383906614,0.716830903,0.558191932,0.797711239,0.22849158,0.229255375,0.232364425,0.233866447,0.003074453,0.003330787,3000,54425
1137,-1.292878688,0.252567146,0.371631927,0.914170524,0.221199098,0.222134283,0.228285321,0.22634344,0.004675212,0.003721806,3000,54425
1138,-1.681712472,0.153452286,0.369806899,0.915179948,0.220010991,0.221191268,0.225141728,0.223992211,0.003729279,0.00209619,3000,54425
1139,0.55117672,0.605235998,0.353646838,0.92393651,0.227648225,0.228529462,0.231971584,0.233877233,0.003161896,0.004330826,3000,54425
1140,0.132435764,0.899804221,0.291207835,0.954170455,0.224815008,0.224744451,0.230342113,0.229979047,0.003903113,0.004493962,3000,54425
